Strategy,Mean_Primary_Cost,Mean_Secondary_Cost,Mean_Additional_Cost,Total_Mean_Cost
High_Tide,5.7538703630289545,0.0,5720.684097576073,5.7538703630289545
AAVE,0.0,458.3672700330168,38.06050676750342,458.3672700330168
